,Unnamed: 0,vacancy.id,vacancy.source,vacancy.region.region_code,vacancy.region.name,vacancy.company.ogrn,vacancy.company.site,vacancy.company.companycode,vacancy.company.hr-agency,vacancy.company.inn,vacancy.company.name,vacancy.company.kpp,vacancy.company.url,vacancy.creation-date,vacancy.salary,vacancy.salary_min,vacancy.job-name,vacancy.vac_url,vacancy.employment,vacancy.schedule,vacancy.duty,vacancy.category.specialisation,vacancy.requirement.education,vacancy.requirement.qualification,vacancy.requirement.experience,vacancy.addresses.address,vacancy.term.text,vacancy.currency,vacancy.salary_max,vacancy.company.phone,vacancy.company.email,vacancy.company.logo,vacancy.social_protected,vacancy.company.fax,vacancy.company.code_industry_branch,vacancy.category.industry
12531,12531,2f3b38e0-828e-11ec-aa7f-4febb26dc4ec,Работодатель,5900000000000,Пермский край,1155958012660.0,,1155958012660,False,5917002150.0,"Отделение МВД России ""Кишертское""",591701001,https://trudvsem.ru/company/1155958012660,2022-01-31,от 14000 до 14000,14000,аналитик,https://trudvsem.ru/vacancy/card/1155958012660/2f3b38e0-828e-11ec-aa7f-4febb26dc4ec,Полная занятость,Полный рабочий день,,"Государственная служба, некоммерческие организации",Высшее,,0,"[{'location': 'Пермский край, Кишертский район, Усть-Кишерть село, Рабочая улица, 3', 'lng': '57.247378', 'lat': '57.360556'}]",Ежегодная премия 10000,«руб.»,14000,3425221539,kishert.oemvdrossii@yandex.ru,,,+7(34252)21373,,
12938,12938,ff7a06e6-a457-11ec-b0c5-57fc951f3846,Работодатель,7800000000000,г. Санкт-Петербург,5067847380189.0,http://www.ilimgroup.ru,187bb290-8945-11ea-83e4-ef76bd2a03c1,False,7840346335.0,"АО ""ГРУППА ""ИЛИМ""",784001001,https://trudvsem.ru/company/187bb290-8945-11ea-83e4-ef76bd2a03c1,2022-03-15,,0,ведущий бизнес-аналитик,https://trudvsem.ru/vacancy/card/187bb290-8945-11ea-83e4-ef76bd2a03c1/ff7a06e6-a457-11ec-b0c5-57fc951f3846,Полная занятость,Полный рабочий день,"<p>&bull; &nbsp; &nbsp;работа с запросами по автоматизации бизнес-заказчиков: корпоративных непроизводственных функций - Финансы, Кадровые ресурсы, Правовые вопросы, Аудит, Информационные технологии, Безопасность;</p>
<p>&bull; &nbsp; &nbsp;обеспечение эффективного взаимодействия ДИТ и подразделениями бизнес-заказчиков, связанными с бизнес-процессами функционального направления.</p>
<p>&bull; &nbsp; &nbsp;организация процесса подготовки, оценки и согласования инвестиционных заявок со стороны дирекции по ИТ</p>
<p>&bull; &nbsp; &nbsp;подготовка бюджетов ИТ проектов в части ИТ затрат</p>
<p>&bull; &nbsp; &nbsp;подготовка презентационных материалов</p>","Информационные технологии, телекоммуникации, связь",Высшее,,3,"[{'location': 'г. Санкт-Петербург, Марата улица, дом: 17;', 'lng': '30.353445', 'lat': '59.928907'}]",,«руб.»,0,+7(953)9354768,marina.vasileva@ilimgroup.ru,,,,,
13121,13121,f2fb0507-bec3-11ec-917a-813aa7e4e138,Работодатель,3800000000000,Иркутская область,1073808001123.0,,1073808001123,False,3808161406.0,МИНИСТЕРСТВО ПРИРОДНЫХ РЕСУРСОВ И ЭКОЛОГИИ ИРКУТСКОЙ ОБЛАСТИ,380801001,https://trudvsem.ru/company/1073808001123,2022-04-18,от 20231 до 27668,20231,ведущий аналитик,https://trudvsem.ru/vacancy/card/1073808001123/f2fb0507-bec3-11ec-917a-813aa7e4e138,Полная занятость,Полный рабочий день,"<p>3.1.1. осуществлять отправку и получение корреспонденции;</p>
<p>3.1.2. осуществлять сверку авансовых книжек, актов отправленной &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;корреспонденции;</p>
<p>3.1.3. осуществлять контроль за использованием денежных средств на&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;отправку почтовой корреспонденции;</p>
<p>3.1.4. предоставлять для заключения договоры на почтовые расходы и на &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;абонентский ящик, а также акты на их исполнение;</p>
<p>3.1.5. осуществлять своевременное внесение изменений в номенклатуру дел&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; министерства природных ресурсов и экологии Иркутской области;</p>
<p>3.1.6. составлять описи дел с постоянным сроком хранения в Государственный архив Иркутской области;</p>
<p>3.1.7. формировать списание исполненных дел в СЭД &laquo;Дело&raquo;;</p>
<p>3.1.8. в установленном порядке представлять ответы на запросы в пределах своих должностных обязанностей;</p>
<p>3.1.9. обеспечивать сохранность находящихся на исполнении служебных &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;документов, в том числе и по личному составу;</p>
<p>3.1.10. в установленном порядке представлять планы работы и отчеты о &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;своей деятельности;</p>
<p>3.1.11. оформлять, выдавать, уничтожать служебные удостоверения гражданским служащим министерства;</p>
<p>3.1.12. формировать личные дела сотрудников министерства;</p>
<p>3.1.13. составлять акты уничтожения документов министерства природных ресурсов и экологии Иркутской области без сроков хранения;</p>
<p></p>","Государственная служба, некоммерческие организации",,,0,"[{'location': 'Иркутская область, г. Иркутск, Степана Разина улица, дом: ДОМ 14;', 'lng': '104.27348', 'lat': '52.285054'}]",Ежеквартальная премия 50 %,«руб.»,27668,+7(902)5639185,eco_exam@govirk.ru,,,,,
13474,13474,2c5bd075-9efa-11ec-a175-4febb26dc4ec,Работодатель,2100000000000,Чувашская Республика,1032128012267.0,http://www.keysystems.ru,1032128012267,False,2128050753.0,"ООО ""КС""",213001001,https://trudvsem.ru/company/1032128012267,2022-03-08,от 70000 до 120000,70000,Бизнес-аналитик в сфере информационных технологий,https://trudvsem.ru/vacancy/card/1032128012267/2c5bd075-9efa-11ec-a175-4febb26dc4ec,Полная занятость,Полный рабочий день,"<ul>
<li>Изучение и анализ прикладных решений, применяющихся у заказчиков (систем по исполнению и планированию бюджета, консолидированной отчетности, бухгалтерского учета, региональных закупок, кадрового учета и иных систем) как источников данных для систем класса BI;</li>
<li>Сбор, анализ, формализация, документирование и согласование требований заказчика;</li>
<li>Участие в исследовании предметной области, с целю реализации новых аналитических панелей, дашбордов, разрезов данных;</li>
<li>Разработка документации: технические задания, документ об образе и границах проекта, описание технической реализации и функциональных требований к программному обеспечению;</li>
<li>Постановка задач команде разработки на создание и доработку модулей и режимов системы;</li>
<li>Контроль сроков и корректности выполнения поставленных задач;</li>
<li>Демонстрация системы заказчику в формате вебинаров и семинаров;</li>
<li>Рассмотрение обращений пользователей по каналам связи горячей линии (телефон, электронная почта, интернет-форум, мессенджеры, Help Desk).</li>
</ul>","Информационные технологии, телекоммуникации, связь",Высшее,"<p><strong>Будет плюсом:</strong></p>
<p><strong>#</strong>&nbsp;Опыт работы в инструментах визуализации данных (Tableau , PowerBI);</p>
<p><strong>#</strong>&nbsp;Опыт работы с ETL-инструментами;</p>
<p><strong>#</strong>&nbsp;Умение видеть за цифрами причины и суть явлений и выделять главное.</p>",3,"[{'location': 'Чувашская Республика, г. Чебоксары, Максима Горького проспект, дом: ДОМ 18 ""Б"";офис/квартира: ПОМЕЩЕНИЕ 8;', 'lng': '47.189643', 'lat': '56.149261'}]","Ежегодная премия 100 %, 
Услуги добровольного медицинского страхованию (ДМС);
Абонементы в тренажерный зал и бассейн;
Занятия игровыми видами спорта (футбол, волейбол, хоккей);
Туристические путевки, авиа и жд билеты;
Корпоративная сотовая связь;
Курсы, тренинги, участие в конференциях;
Дополнительные дни отдыха к отпуску;
Бесплатные корпоративные мероприятия.
",«руб.»,120000,+7(903)3577478,filippov-v@keysystems.ru,https://trudvsem.ru/image/4784c0a0-9c4d-11ec-8d7d-57fc951f3846,,,,
14179,14179,96666e75-ba53-11ec-ac55-57fc951f3846,Работодатель,5000000000000,Московская область,1167746707369.0,,1167746707369,False,7702404293.0,ГБУ МО МОМИАЦ,770201001,https://trudvsem.ru/company/1167746707369,2022-04-12,от 85000,85000,Руководитель отдела аналитики,https://trudvsem.ru/vacancy/card/1167746707369/96666e75-ba53-11ec-ac55-57fc951f3846,Полная занятость,Полный рабочий день,"<p>Участие в развитии комплексного решения по анализу и визуализации производственных данных и процессов в здравоохранении;Анализ предметной области: обследование бизнес-процессов Заказчика и объектов автоматизации;Проектирование: разработка аналитических моделей, макетов дашбордаформирование детальных технических требований к целевой функциональности;Разработка документов, формализующих требования (ТЗ, ЧТЗ, ФТТ и т. д.) для дальнейшей автоматизации;Работа с базами данных (MS SQL);Демонстрация (Обучение) специалистов Заказчика;Управление требованиями на всём жизненном цикле проектов;Обучение и наставничество новых сотрудников отдела.</p>","Государственная служба, некоммерческие организации",Высшее,,0,"[{'location': 'Московская область, Красногорский район, г. Красногорск, Строителей бульвар, 4', 'lng': '37.385412', 'lat': '55.814462'}]",Ежеквартальная премия 50000,«руб.»,0,+7(968)0161128,info@miacmo.ru,,,,,
14898,14898,f2dd6b85-b71b-11ec-bdf7-550ed7335bbe,Работодатель,7700000000000,г. Москва,1127746510704.0,http://iac.cdep.ru/,1127746510704,False,7702792920.0,ФГБУ ИАЦ СУДЕБНОГО ДЕПАРТАМЕНТА,770201001,https://trudvsem.ru/company/1127746510704,2022-04-08,от 33006 до 33006,33006,Главный аналитик,https://trudvsem.ru/vacancy/card/1127746510704/f2dd6b85-b71b-11ec-bdf7-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>Осуществление мероприятий сбора и консолизации данных первичного учета; Осуществление мероприятий по реализации аналитической системы; Осуществление внедрения СПО ГАС ""Правосудие"" в рамках формирования и анализа информационных ресурсов; Техническая поддержка пользователей; &nbsp;Осуществление работы по сбору, учету и анализу потребностей пользователей; Осуществление работ по тестированию и приемке СПО связанных с деятельностью Отдела.</p>","Информационные технологии, телекоммуникации, связь",Высшее,,0,"[{'location': 'г. Москва, Гиляровского улица, дом: ДОМ 31;корпус: СТРОЕНИЕ 1,2;', 'lng': '37.630221', 'lat': '55.774173'}]",,«руб.»,33006,+7(916)1575249,VinokurV@iac.cdep.ru,https://trudvsem.ru/image/745cadf0-6769-11eb-8f51-736ab11edb0c,,,,
15319,15319,35b48f45-bf2a-11ec-8284-5b1b13d7f12f,Работодатель,7700000000000,г. Москва,5107746005494.0,https://www.rdp.ru/,5107746005494,False,7729670341.0,"ООО ""РДП.РУ""",773101001,https://trudvsem.ru/company/5107746005494,2022-04-18,от 150000,150000,Cетевой инженер-аналитик,https://trudvsem.ru/vacancy/card/5107746005494/35b48f45-bf2a-11ec-8284-5b1b13d7f12f,Полная занятость,Полный рабочий день,"<ul>
<li>Администрирование и развитие сетевой инфраструктуры.</li>
<li>Исследование методов обхода систем защиты.</li>
<li>Разработка методов обнаружения и анализа компьютерных атак</li>
</ul>","Информационные технологии, телекоммуникации, связь",,,5,"[{'location': 'г. Москва, 8 Марта улица, 1', 'lng': '37.555795', 'lat': '55.799274'}]",Ежегодная премия 15 %,«руб.»,0,4952049204,,,,,,
15330,15330,a924d5b5-73ae-11ec-9eb2-550ed7335bbe,Работодатель,3500000000000,Вологодская область,1153525018569.0,,1153525018569,False,3525350882.0,"БУ ВО ""ЭЛЕКТРОННЫЙ РЕГИОН""",352501001,https://trudvsem.ru/company/1153525018569,2022-01-12,от 30000,30000,аналитик геоинформационных систем,https://trudvsem.ru/vacancy/card/1153525018569/a924d5b5-73ae-11ec-9eb2-550ed7335bbe,Полная занятость,Полный рабочий день,,"Информационные технологии, телекоммуникации, связь",,"<p>готовность подтвердить свои&nbsp; навыки, знания и умения при собеседовании (тестировании)</p>",0,"[{'location': 'Вологодская область, г. Вологда, Чехова улица, ом: 2;офис/квартира: ОФИС 303;, Вологда, улица Мальцева, 52', 'lng': '39.882423', 'lat': '59.21345'}]",премирование по итогам работы,«руб.»,0,+7(921)0616343,er@er.gov35.ru,,,,,
15420,15420,f25e02f1-52ad-11ec-b40f-bf2cfe8c828d,Работодатель,5900000000000,Пермский край,1025900000048.0,,1025900000048,False,5902300072.0,АО КОММЕРЧЕСКИЙ БАНК 'УРАЛЬСКИЙ ФИНАНСОВЫЙ ДОМ' - УРАЛ ФД,590201001,https://trudvsem.ru/company/1025900000048,2021-12-01,от 21500 до 21500,21500,ИТ-аналитик,https://trudvsem.ru/vacancy/card/1025900000048/f25e02f1-52ad-11ec-b40f-bf2cfe8c828d,Полная занятость,Полный рабочий день,"<p>- взаимодействие с разработчиками и бизнес-заказчиками;</p>
<p>- составление ТЗ для разработчиков;</p>
<p>- написание SQL запросов, тестирование ПО.</p>","Информационные технологии, телекоммуникации, связь",Высшее,<p>Квотируемое рабочее место Специалист</p>,3,"[{'location': 'Пермский край, г. Пермь, Ленина улица, 64', 'lng': '56.230566', 'lat': '58.009034'}]",Социальный пакет,«руб.»,21500,+7(342)240-10-20,m.huchulina@uralfd.ru,,Инвалиды,-,,
15589,15589,3b7a09c2-832e-11eb-9dd6-bf2cfe8c828d,Работодатель,6300000000000,Самарская область,1036300993860.0,https://mfc63.samregion.ru,1036300993860,False,6323061080.0,"МАУ ""МФЦ""",632401001,https://trudvsem.ru/company/1036300993860,2022-01-19,от 25900 до 25900,25900,Ведущий инженер отдела информационных технологий и аналитики,https://trudvsem.ru/vacancy/card/1036300993860/3b7a09c2-832e-11eb-9dd6-bf2cfe8c828d,Полная занятость,Полный рабочий день,"<ul>
<li>сопровождение специализированного программного обеспечения;</li>
<li>прием, регистрация, обработка обращений пользователей, связанных с эксплуатацией программного продукта, согласно действующим регламентам и инструкциям;</li>
<li>консультирование пользователей;</li>
<li>контроль качества исполнения (разрешения) обращения;</li>
<li>коммуникация со сторонними организациями по вопросам, касающимся решения поступивших обращений пользователей;</li>
<li>составление пользовательской документации; ведение отчетности;</li>
<li>осуществление тиражирования изменений программного обеспечения;</li>
<li>изучение предметной области и бизнес-процессов МФЦ.</li>
</ul>","Информационные технологии, телекоммуникации, связь",Высшее,"<p>работа в Центральном районе - ул. Советская, 51а;</p>
<p>режим работы: пн.-пт. с 08.00 до 17.00;</p>
<p>ненормированный рабочий день;</p>
<p>8 дополнительных оплачиваемых дней к ежегодному отпуску;</p>
<p>материальная помощь к ежегодному отпуску;</p>
<p>надбавка за выслугу лет;</p>
<p>премии за активную работу;</p>
<p>оформление согласно Трудовому кодексу РФ;</p>
<p>полный социальный пакет;</p>
<p>развитая корпоративная культура;</p>
<p>работа в стабильном, развивающемся учреждении, в молодом и дружном сплоченном коллективе.</p>",1,"[{'location': 'Самарская область, г. Тольятти, Советская улица, 51А, 445010, г Тольятти, ул Советская, д. 51А, предварительно звонить!, для уточнения времени собеседования, иметь распечатанное резюме', 'lng': '49.4047', 'lat': '53.509014'}]",,«руб.»,25900,+7(987)9675338,info@mfc63.ru,,,,,
15590,15590,a073c842-c4d6-11eb-9dd6-bf2cfe8c828d,Работодатель,6300000000000,Самарская область,1036300993860.0,https://mfc63.samregion.ru,1036300993860,False,6323061080.0,"МАУ ""МФЦ""",632401001,https://trudvsem.ru/company/1036300993860,2022-01-19,от 20500 до 20500,20500,Инженер 2 категории отдела информационных технологий и аналитики,https://trudvsem.ru/vacancy/card/1036300993860/a073c842-c4d6-11eb-9dd6-bf2cfe8c828d,Полная занятость,Полный рабочий день,"<p>сопровождение специализированного программного обеспечения, подготовка технических заданий на его доработку, тестирование работоспособности после обновления, документирование;</p>
<p>составление пользовательской документации; консультирование пользователей;</p>
<p>ведение переписки со сторонними организациями;</p>
<p>обработка данных;</p>
<p>ведение отчетности.</p>","Информационные технологии, телекоммуникации, связь",Среднее профессиональное,Новое рабочее место<br/>в отдел информационных технологий и аналитики<br/>Ответственность<br/>Коммуникабельность<br/>Свободная работа с компьютером,0,"[{'location': 'Самарская область, г. Тольятти, Советская улица, 51А, Предварительно звонить!, для уточнения времени собеседования, иметь распечатанное резюме', 'lng': '49.4047', 'lat': '53.509014'}]","
работа в Центральном районе - ул. Советская, 51а;
режим работы: пн.-пт. с 08.00 до 17.00;
6 дополнительных оплачиваемых дней к ежегодному отпуску;
материальная помощь к ежегодному отпуску; надбавка за выслугу лет;
премии за активную работу;
оформление согласно Трудовому кодексу РФ; полный социальный пакет;
развитая корпоративная культура;
работа в стабильном, развивающемся учреждении, в молодом и дружном сплоченном коллективе.
",«руб.»,20500,+7(987)9675338,info@mfc63.ru,,,,,
15591,15591,bf9fa1c2-9a6f-11ec-add7-bf2cfe8c828d,Работодатель,6300000000000,Самарская область,1036300993860.0,https://mfc63.samregion.ru,1036300993860,False,6323061080.0,"МАУ ""МФЦ""",632401001,https://trudvsem.ru/company/1036300993860,2022-03-03,от 21800 до 21800,21800,Инженер 1 категории отдела информационных технологий и аналитики,https://trudvsem.ru/vacancy/card/1036300993860/bf9fa1c2-9a6f-11ec-add7-bf2cfe8c828d,Полная занятость,Полный рабочий день,"<p>техническое обеспечение работоспособности средств вычислительной техники (СВТ), периферийных устройств (ПУ) и локальной вычислительной сети (ЛВС);</p>
<p>установка и настройка программного обеспечения;</p>
<p>обеспечение работоспособности информационных систем и IP телефонии.</p>","Информационные технологии, телекоммуникации, связь",Высшее,"<p>работа в Центральном районе - ул. Советская, 51а;</p>
<p>режим работы: пн.-пт. с 08.00 до 17.00;</p>
<p>ненормированный рабочий день;</p>
<p>7 дополнительных оплачиваемых дней к ежегодному отпуску;</p>
<p>материальная помощь к ежегодному отпуску;</p>
<p>надбавка за выслугу лет;</p>
<p>премии за активную работу;</p>
<p>оформление согласно Трудовому кодексу РФ;</p>
<p>полный социальный пакет;</p>
<p>развитая корпоративная культура;</p>
<p>работа в стабильном, развивающемся учреждении, в молодом и дружном сплоченном коллективе.</p>",1,"[{'location': 'Самарская область, г. Тольятти, Советская улица, 51А, Предварительно звонить! для уточнения времени собеседования, иметь распечатанное резюме', 'lng': '49.4047', 'lat': '53.509014'}]","Социальный пакетработа в Центральном районе - ул. Советская, 51а; 
режим работы: пн.-пт. с 08.00 до 17.00;
ненормированный рабочий день;  
7 дополнительных оплачиваемых дней к ежегодному отпуску; материальная помощь к ежегодному отпуску; 
надбавка за выслугу лет;
премии за активную работу; 
оформление согласно Трудовому кодексу РФ; 	
полный социальный пакет; 
развитая корпоративная культура; 
работа в стабильном, развивающемся учреждении, в молодом и дружном сплоченном коллективе.",«руб.»,21800,+7(987)9675338,info@mfc63.ru,,,,,
16059,16059,c4aa0035-92ee-11ec-92fd-550ed7335bbe,Работодатель,7700000000000,г. Москва,5167746437733.0,https://manzanagroup.ru/,5167746437733,False,9705083570.0,ООО М Софт,,https://trudvsem.ru/company/5167746437733,2022-02-21,от 60000,60000,аналитик,https://trudvsem.ru/vacancy/card/5167746437733/c4aa0035-92ee-11ec-92fd-550ed7335bbe,Полная занятость,Полный рабочий день,"<p><strong>Задачи:</strong></p>
<ul>
<li>взаимодействие с Заказчиками;</li>
<li>поддержка ключевых пользователей Заказчиков:
<ul>
<li>консультации по вопросам использования системы;</li>
<li>помощь в настройке системы (в основном через интерфейс CRM);</li>
<li>массовый анализ и обработка данных в системе по запросу (с применением SQL запросов);</li>
<li>первичная диагностика ошибок;</li>
<li>проработка бизнес-требований на модификации;</li>
</ul>
</li>
<li>написание документации (бизнес-требования, пользовательская документация);</li>
<li>проверка внедряемой для Заказчиков функциональности;</li>
<li>обучение пользователей;</li>
<li>проработка требований от Заказчиков;</li>
<li>помощь руководителю проекта в управление проектом на период его отсутствия:
<ul>
<li>уточнение плана проекта, распределение и контроль задач внутри команды;</li>
<li>контроль и управление рисками проекта;</li>
<li>контроль исполнения сроков и соблюдения бюджета проекта.</li>
</ul>
</li>
</ul>","Информационные технологии, телекоммуникации, связь",,,0,"[{'location': 'г. Москва, Сколково инновационного центра территория, СТРОЕНИЕ 1, Э 0 П №263 РАБ М №28', 'lng': '37.659578', 'lat': '55.767261'}]",,«руб.»,0,+7(985) 891-33-37,,,,,,
16183,16183,ce22b5a5-c16d-11ec-85d3-d768660431c4,Работодатель,2000000000000,Чеченская Республика,1127746510704.0,http://iac.cdep.ru/,1127746510704,False,7702792920.0,ФГБУ ИАЦ СУДЕБНОГО ДЕПАРТАМЕНТА,770201001,https://trudvsem.ru/company/1127746510704,2022-04-21,от 30000 до 35000,30000,аналитик,https://trudvsem.ru/vacancy/card/1127746510704/ce22b5a5-c16d-11ec-85d3-d768660431c4,Полная занятость,Полный рабочий день,"<p>На основе анализа определять потребности филиала в материально-технических средствах (канцелярские товары, бланки, документы, предметы длительного пользования, расходные материалы и др.), формировать проект сметы расходов на следующий финансовый год в соответствии с утвержденными нормами</p>
<p>Вести учет потребления коммунальных услуг в соответствии с действующими нормативными документами и заключенными договорами, обеспечивать своевременное представление в ФГБУ ИАЦ Судебного департамента проектов договоров, счетов на оплату коммунальных услуг, услуг связи, автотранспортных услуг, ведение текущего учета их поступления</p>
<p>Обеспечивать подготовку документации по обоснованию ремонта помещений филиала, осуществлять контроль за качеством ремонтных работ, участвовать в работе комиссий по приемке отремонтированных помещений</p>
<p>Обеспечивать хозяйственное обслуживание и надлежащее состояние в соответствии с правилами и нормами производственной санитарии и противопожарной защиты помещений филиала, осуществлять постоянный контроль за их техническим, санитарно-гигиеническим и противопожарным состоянием</p>
<p>Вести документационный учет служебных выездов работников филиала и оказываемых транспортных услуг по перевозке работников филиала</p>","Информационные технологии, телекоммуникации, связь",Высшее,,0,"[{'location': 'Чеченская Республика, г. Грозный, Х.Исаева проспект, 75', 'lng': '45.688756', 'lat': '43.31506'}]",,«руб.»,35000,+7(916)1575249,VinokurV@iac.cdep.ru,https://trudvsem.ru/image/745cadf0-6769-11eb-8f51-736ab11edb0c,,,,
16228,16228,15e403e5-c172-11ec-ac55-57fc951f3846,Работодатель,7700000000000,г. Москва,1027739850962.0,,1027739850962,False,7743001840.0,ООО МЭЙЛ.РУ,771401001,https://trudvsem.ru/company/1027739850962,2022-04-21,от 22000,22000,Системный аналитик,https://trudvsem.ru/vacancy/card/1027739850962/15e403e5-c172-11ec-ac55-57fc951f3846,Полная занятость,Полный рабочий день,"<ul>
<li>Написание документов бизнес-требований (BRD), документа функциональных требований (FSD) и пользовательских историй;</li>
<li>Анализ источников данных и документирование спецификаций на создание интерфейсов передачи данных;</li>
<li>Поддержка команды разработчиков и тестирования в разъяснении требований на этапе разработки программного обеспечения и тестирования;</li>
<li>Оценка и согласование с заинтересованными сторонами дизайна и архитектуры программного обеспечения</li>
</ul>","Информационные технологии, телекоммуникации, связь",Высшее,,3,"[{'location': 'г. Москва, Ленинградский проспект, дом: 39;корпус: СТР.79;', 'lng': '37.509469', 'lat': '55.805776'}]",,«руб.»,0,,,,,,,
16591,16591,cb9def75-ba2e-11ec-ac55-57fc951f3846,Работодатель,7400000000000,Челябинская область,1210200008622.0,,1210200008622,False,267023930.0,"ООО ""СИТНО ИТ""",026701001,https://trudvsem.ru/company/1210200008622,2022-04-12,от 80000,80000,Бизнес-аналитик,https://trudvsem.ru/vacancy/card/1210200008622/cb9def75-ba2e-11ec-ac55-57fc951f3846,Полная занятость,Полный рабочий день,"<ul>
<li>выполнение проектных работ по внедрению 1С: ERP;</li>
<li>интервью пользователей;</li>
<li>описание бизнес процессов;</li>
<li>подготовка технических заданий;</li>
<li>постановка задач программистам;</li>
<li>прием работ от программистов;</li>
<li>обучение и консультация пользователей;</li>
</ul>","Информационные технологии, телекоммуникации, связь",Среднее профессиональное,,1,"[{'location': 'Челябинская область, г. Магнитогорск, Лазника улица, 19', 'lng': '59.103468', 'lat': '53.403185'}]",,«руб.»,0,+7(909)0952333,zhovner@sitno.ru,,,,,
17334,17334,085db905-90d0-11ec-9f92-57fc951f3846,Работодатель,5000000000000,Московская область,1027739386135.0,http://www.mipt.ru,1027739386135,False,5008006211.0,"МФТИ, ФИЗТЕХ",772701001,https://trudvsem.ru/company/1027739386135,2022-02-18,,0,Ведущий системный аналитик,https://trudvsem.ru/vacancy/card/1027739386135/085db905-90d0-11ec-9f92-57fc951f3846,Полная занятость,Полный рабочий день,"<p><strong>Отдел разработки и внедрения информационных систем</strong>&nbsp;ищет в команду ведущего системного аналитика.</p>
<p><strong>Обязанности:</strong></p>
<ul>
<li>Участие в предпроектных обследованиях.</li>
<li>Сбор, формализация и согласование требований на доработку систем с заказчиками.</li>
<li>Оценка и контроль сроков по проекту.</li>
<li>Планирование и распределение ресурсов.</li>
<li>Управление изменениями в ходе проекта.</li>
<li>Взаимодействие с разработчиками по проектированию и созданию программных решений.</li>
<li>По итогам реализации проекта &ndash; подготовка презентаций и передача решения в службу поддержки.</li>
</ul>","Информационные технологии, телекоммуникации, связь",Высшее,"<ul>
<li>Возможности профессионального развития.</li>
<li>Оформление в соответствии с ТК РФ, официальная заработная плата.</li>
<li>Оплачиваемый отпуск, больничный лист.</li>
<li>График работы: 5/2, с 09:00 до 18:00, возможен дистанционный график работы.</li>
<li>Заработная плата по результатам собеседования.</li>
<li>Возможность бесплатного посещения бассейна и тренажерного зала.</li>
</ul>",2,"[{'location': 'Московская область, г. Долгопрудный, Институтский переулок, 9, Рядом со станцией Новодачная МЦД-1, или 15 минут от метро Алтуфьево или Ховрино.', 'lng': '37.517329', 'lat': '55.929671'}]",,«руб.»,0,+7(916)4822338,tuzhilkin.va@mipt.ru,https://trudvsem.ru/image/8c4d0130-84fa-11ec-a92f-57fc951f3846,,,,
17339,17339,7ec115b2-7f05-11ec-9bf6-bf2cfe8c828d,Служба занятости,1600000000000,Республика Татарстан,1021600000839.0,,f1abb080-893e-11ea-89d8-f3e0740405b3,False,1650002455.0,"Публичное Акционерное Общество  ""АКИБАНК""",165001001,https://trudvsem.ru/company/f1abb080-893e-11ea-89d8-f3e0740405b3,2022-03-05,от 36637 до 47628,36637,Ведущий аналитик,https://trudvsem.ru/vacancy/card/f1abb080-893e-11ea-89d8-f3e0740405b3/7ec115b2-7f05-11ec-9bf6-bf2cfe8c828d,Полная занятость,Полный рабочий день,"опыт работы в области обеспечения информационной  безопасности кредитной организации не менее 2 лет, или информационных технологий кредитной организации не менее 4 лет, уровень квалификации не ниже 4. владение английским языком на уровне чтения и перевода технической документации, отличное знание основ информационной безопасности компьютерных систем, сетевого взаимодействия компьютерных систем, основ криптографической защиты информации","Государственная служба, некоммерческие организации",Высшее,Квотируемое рабочее место<br/>Ведущий аналитик отдела информационной безопасности<br/>Английский(удовлет.)<br/>Свободная работа с компьютером<br/>Дисциплинированность<br/>Английский(хорошо)<br/>Ответственность,0,"[{'location': 'Республика Татарстан, 423827, г Набережные Челны, пр-кт Мира, д. 88А', 'lng': '52.432696', 'lat': '55.755687'}]",Социальный пакет,«руб.»,47628,+7(8552)333713,orp02@akibank.ru,,Инвалиды,,,
