,Unnamed: 0,vacancy.id,vacancy.source,vacancy.region.region_code,vacancy.region.name,vacancy.company.ogrn,vacancy.company.site,vacancy.company.companycode,vacancy.company.hr-agency,vacancy.company.inn,vacancy.company.name,vacancy.company.kpp,vacancy.company.url,vacancy.creation-date,vacancy.salary,vacancy.salary_min,vacancy.job-name,vacancy.vac_url,vacancy.employment,vacancy.schedule,vacancy.duty,vacancy.category.specialisation,vacancy.requirement.education,vacancy.requirement.qualification,vacancy.requirement.experience,vacancy.addresses.address,vacancy.term.text,vacancy.currency,vacancy.salary_max,vacancy.company.phone,vacancy.company.email,vacancy.company.logo,vacancy.social_protected,vacancy.company.fax,vacancy.company.code_industry_branch,vacancy.category.industry
7617,7617,6916aeb5-b94c-11ec-bdf7-550ed7335bbe,Работодатель,2400000000000,Красноярский край,1022400760030.0,https://ilansklib.ru/,1022400760030,False,2415004824.0,МБУК МБ ИЛАНСКОГО РАЙОНА,241501001,https://trudvsem.ru/company/1022400760030,2022-04-11,от 22224 до 22224,22224,редактор отдела комплектования и обработки литературы,https://trudvsem.ru/vacancy/card/1022400760030/6916aeb5-b94c-11ec-bdf7-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>Владение Проф.программой ""ИРБИС""</p>
<p>Знание компьютерных программ используемых в работе</p>
<p>Знание ББК</p>
<p>Редактирует документы, разделы или части справочно-библиографического аппарата;</p>","Искусство, культура и развлечения",Среднее профессиональное,,0,"[{'location': 'Красноярский край, Иланский район, г. Иланский, Ленина улица, 57 пом. 93', 'lng': '96.066007', 'lat': '56.235961'}]",,«руб.»,22224,+7(908)0184977,mbs.ilansk@yandex.ru,,,,,
7716,7716,4baed795-889f-11ec-aae7-550ed7335bbe,Работодатель,3800000000000,Иркутская область,1023801759410.0,,1023801759410,False,3812011072.0,ИНЦ СО РАН,381201001,https://trudvsem.ru/company/1023801759410,2022-02-08,от 25500 до 25500,25500,Фотокорреспондент,https://trudvsem.ru/vacancy/card/1023801759410/4baed795-889f-11ec-aae7-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>Работа по организации информационной политики учреждения в области связей с общественностью и отдельных ее этапов.&nbsp; Своевременно и качественно выполнять по заявкам подразделений учреждения все виды фоторабот. По заданию руководителя выезжает на места для освещения событий. Выполняет все виды съемки. С максимальной оперативностью обеспечивает пресс-центр отснятым материалом. Обрабатывает отснятый материал, готовит материалы к выходу в печать.</p>","Искусство, культура и развлечения",Высшее,<p>Фотокорреспондент пресс-центра. Предварительно звонить. Ответственность</p>,3,"[{'location': 'Иркутская область, 664033, г Иркутск, ул Лермонтова, д. 134', 'lng': '106.36331', 'lat': '57.100298'}]",,«руб.»,25500,+7(902)5767839,director@isc.irk.ru,,,,,
7735,7735,27a26115-782c-11ec-9eb2-550ed7335bbe,Работодатель,3700000000000,Ивановская область,1023701651225.0,,1023701651225,False,3715003164.0,"Бюджетное учреждение Ивановской области ""Редакция газеты ""Сельские вести""",371501001,https://trudvsem.ru/company/1023701651225,2022-01-18,от 14153 до 21000,14153,старший корреспондент,https://trudvsem.ru/vacancy/card/1023701651225/27a26115-782c-11ec-9eb2-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>Сбор, подготовка и предоставление актуальной информации для населения через средства массовой информации, получение информации для подготовки материала, обработка и проверка полученной информации для материала, формирование материала, координация работы корреспондентов редакции</p>","Информационные технологии, телекоммуникации, связь",Высшее,,0,"[{'location': 'Ивановская область, Лежневский район, Лежнево поселок, Октябрьская улица, 32', 'lng': '40.884044', 'lat': '56.775284'}]",,«руб.»,21000,+7(849357)22849,lezhnevo_gazeta@mail.ru,,,,,
7815,7815,98e36c85-b97b-11ec-bdf7-550ed7335bbe,Работодатель,5900000000000,Пермский край,1095911002186.0,,1095911002186,False,5911110649.0,"ООО ""РИЦ""",591101001,https://trudvsem.ru/company/1095911002186,2022-04-11,от 13890 до 13890,13890,главный редактор сетевого издания,https://trudvsem.ru/vacancy/card/1095911002186/98e36c85-b97b-11ec-bdf7-550ed7335bbe,Полная занятость,Полный рабочий день,,"Информационные технологии, телекоммуникации, связь",Высшее,,5,"[{'location': 'Пермский край, г. Кизел, Луначарского улица, дом: 26;офис/квартира: 14;', 'lng': '57.649716', 'lat': '59.049805'}]",,«руб.»,13890,+7(902)7919999,nvkizel@yandex.ru,,,+7(34255)41441,,
7881,7881,dc5a3662-b7eb-11ec-9aad-bf2cfe8c828d,Работодатель,7700000000000,г. Москва,1027739323248.0,,1027739323248,False,7704172866.0,"Акционерное Общество ""Газета Метро""",771401001,https://trudvsem.ru/company/1027739323248,2022-04-09,от 50000,50000,Старший корреспондент отдела Новости,https://trudvsem.ru/vacancy/card/1027739323248/dc5a3662-b7eb-11ec-9aad-bf2cfe8c828d,Полная занятость,Полный рабочий день,"Нам нужен старший корреспондент в отдел ""Новости"" (отдел также включает в себя рубрики Российские новости, Мировые новости, спортивные новости). Писать материалы разных форматов (лонгриды, статьи, обзоры, интервью и т.д.). Брать оперативные комментарии. Работа в условиях дедлайна. Поиск тем для материалов. Создание материалов разных форматов. Работа с письменными источниками информации. Работа с экспертами. Работа с системой администрирования сайта. Мониторинг новостей по темам: Российские новости, Мировые новости, спортивные новости.","Искусство, культура и развлечения",Высшее,Старший корреспондент отдела Новости<br/>Ответственность,3,"[{'location': 'г. Москва, 125124, г. Москва, ул Ямского Поля 5-я, д. 7, корп. 2, пом. 1', 'lng': '37.583167', 'lat': '55.785098'}]","Столовая; Современный офис в центре Москвы; Отсутствие строгого дресс-кода; Helpful- коллектив. Заработная плата: оклад 50 000 руб. gross + ежемесячные гонорары (от 23 200 руб. до 27 800 руб.); Работа в офисе, график работы 5/2, рабочие дни с понедельника по пятницу, с 10:00 до 19:00, выходные суббота и воскресенье, возможны дежурства по выходным",«руб.»,0,+7(495)7871211 доб. 104,Olga.Morozova@gazetametro.ru,,,,,
8451,8451,c35bcc92-a3c9-11ec-bf37-bf2cfe8c828d,Служба занятости,200000000000,Республика Башкортостан,1180280020975.0,,1180280020975,False,278939675.0,"МБУ ""Издательсикй дом Уфа""",027801001,https://trudvsem.ru/company/1180280020975,2022-03-14,от 20000,20000,Фотокорреспондент,https://trudvsem.ru/vacancy/card/1180280020975/c35bcc92-a3c9-11ec-bf37-bf2cfe8c828d,Полная занятость,Полный рабочий день,По заданию руководства редакции выезжает на места для освещения событий в стране и за рубежом. Выполняет все виды съемки на черно-белую и цветную пленки. Доставляет с максимальной оперативностью отснятые материалы в редакцию.,"Искусство, культура и развлечения",Среднее профессиональное,Новое рабочее место<br/>Фотокорреспондент<br/>Ответственность,1,"[{'location': 'Республика Башкортостан, 450079, г Уфа, ул 50-летия Октября, д. 13', 'lng': '55.96656', 'lat': '54.737549'}]",Социальный пакет,«руб.»,0,+7(347)2734883,krosh1969@list.ru,,,,,
8534,8534,d4cc7145-833b-11ec-b19e-57fc951f3846,Работодатель,2400000000000,Красноярский край,1022402664316.0,,1022402664316,False,2466087561.0,"КГАУ ""ДИРЕКЦИЯ КРАЕВЫХ ТЕЛЕПРОГРАММ""",246601001,https://trudvsem.ru/company/1022402664316,2022-02-01,от 23000,23000,редактор бегущей строки,https://trudvsem.ru/vacancy/card/1022402664316/d4cc7145-833b-11ec-b19e-57fc951f3846,Полная занятость,Полный рабочий день,"<p>пишет тексты бегущей строки, проверяет предлагаемую к эфиру информацию&nbsp;</p>","Информационные технологии, телекоммуникации, связь",,,1,"[{'location': 'Красноярский край, г. Красноярск, Отдыха остров, дом: 11;', 'lng': '92.879198', 'lat': '55.997884'}]",,«руб.»,0,+7(903)9870327,kim.as@enisey.tv,,Инвалиды,,,
8535,8535,00e03185-8275-11ec-b19e-57fc951f3846,Работодатель,2400000000000,Красноярский край,1022402664316.0,,1022402664316,False,2466087561.0,"КГАУ ""ДИРЕКЦИЯ КРАЕВЫХ ТЕЛЕПРОГРАММ""",246601001,https://trudvsem.ru/company/1022402664316,2022-01-31,от 30000,30000,корреспондент,https://trudvsem.ru/vacancy/card/1022402664316/00e03185-8275-11ec-b19e-57fc951f3846,Полная занятость,Полный рабочий день,"<p>подготавливает и ведет телевизионные репортажи, выступает в программах с собственными материалами, осуществляет репортажные&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (на выезде) и студийные съемки</p>","Информационные технологии, телекоммуникации, связь",,<p>гибкий график</p>,1,"[{'location': 'Красноярский край, г. Красноярск, Отдыха остров, дом: 11;', 'lng': '92.879198', 'lat': '55.997884'}]",,«руб.»,0,+7(903)9870327,kim.as@enisey.tv,,,,,
8541,8541,e1c479a5-a8cb-11ec-a36c-550ed7335bbe,Работодатель,2400000000000,Красноярский край,1022402664316.0,,1022402664316,False,2466087561.0,"КГАУ ""ДИРЕКЦИЯ КРАЕВЫХ ТЕЛЕПРОГРАММ""",246601001,https://trudvsem.ru/company/1022402664316,2022-03-21,от 80000,80000,специальный корреспондент,https://trudvsem.ru/vacancy/card/1022402664316/e1c479a5-a8cb-11ec-a36c-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>подготавливает и ведет телевизионные репортажи, выступает в программах с собственными материалами, осуществляет репортажные (на выезде) и студийные съемки</p>","Информационные технологии, телекоммуникации, связь",Высшее,,1,"[{'location': 'Красноярский край, г. Норильск, Талнахская улица, корпункт в г. Норильске', 'lng': '88.211156', 'lat': '69.352432'}]",,«руб.»,0,+7(903)9870327,kim.as@enisey.tv,,,,,
8727,8727,5c73b7c2-272a-11ec-a785-bf2cfe8c828d,Работодатель,6300000000000,Самарская область,1036300550461.0,,1036300550461,False,6316028652.0,"ГАУ СО ""САМАРСКОЕ ОБЛАСТНОЕ ВЕЩАТЕЛЬНОЕ АГЕНТСТВО""",631601001,https://trudvsem.ru/company/1036300550461,2021-11-08,от 16554,16554,Собственный корреспондент телевидения,https://trudvsem.ru/vacancy/card/1036300550461/5c73b7c2-272a-11ec-a785-bf2cfe8c828d,Временная,Полный рабочий день,"-- работа в различных жанрах журналистики;
- участие в массовых мероприятиях, пресс-конференциях;
- устная и письменная грамотность; 
- работа разъездная по населенным пунктам Самарской области;
- ПК-уверенный пользователь;
- готовность к командировкам.","Искусство, культура и развлечения",Высшее,Ответственность,5,"[{'location': 'Самарская область, 443068, г Самара, ул Ново-Садовая, д. 106, корпус 106'}]",Социальный пакет,«руб.»,0,+7(927)2066957,law63@bk.ru,,,,,
9132,9132,f471bc65-777b-11ec-833e-4febb26dc4ec,Работодатель,7300000000000,Ульяновская область,1037300995082.0,http://ulpravda.ru/,1037300995082,False,7325043842.0,"ОГАУ ИД ""УЛЬЯНОВСКАЯ ПРАВДА""",732601001,https://trudvsem.ru/company/1037300995082,2022-01-17,от 20000,20000,редактор газеты,https://trudvsem.ru/vacancy/card/1037300995082/f471bc65-777b-11ec-833e-4febb26dc4ec,Полная занятость,Полный рабочий день,<p>Обеспечивает подготовку статейных и редакционных материалов. Осуществляет подбор подлежащего выпуску в свет материала. Составляет тематические планы публикаций и контролирует их выполнение.&nbsp;</p>,"Государственная служба, некоммерческие организации",Высшее,,0,"[{'location': 'Ульяновская область, г. Ульяновск, Пушкинская улица, дом: 11;', 'lng': '48.377476', 'lat': '54.300134'}]",,«руб.»,0,+7(905)3494960,sglushak@inbox.ru,,,,,
9133,9133,194c2776-7396-11e8-92cb-037acc02728d,Работодатель,7300000000000,Ульяновская область,1037300995082.0,http://ulpravda.ru/,1037300995082,False,7325043842.0,"ОГАУ ИД ""УЛЬЯНОВСКАЯ ПРАВДА""",732601001,https://trudvsem.ru/company/1037300995082,2018-06-19,от 20000,20000,специальный корреспондент интернет ТВ Ulpravda.ru,https://trudvsem.ru/vacancy/card/1037300995082/194c2776-7396-11e8-92cb-037acc02728d,Полная занятость,Полный рабочий день,"<p>Выезд на места для освещения событий.</p>
<p>Подготовка вопросов для интервью.</p>
<p>Проведение интервью, проведение опросов.</p>
<p>Подготовка материалов информационного и аналитического характера, обзоры, комментарии, репортажи с мест событий.</p>","Информационные технологии, телекоммуникации, связь",Высшее,"<ul>
<li>работа&nbsp; в государственном учреждении, 40 часовая рабочая неделя&nbsp;&nbsp;</li>
</ul>",1,"[{'location': 'Ульяновская область, г. Ульяновск, Пушкинская улица, 11', 'lng': '48.377467', 'lat': '54.300129'}]",,«руб.»,0,+7(905)3494960,sglushak@inbox.ru,,,,,
9274,9274,a4f311c5-b99d-11ec-bdf7-550ed7335bbe,Работодатель,6300000000000,Самарская область,1026303860263.0,ОТСУТСВУЕТ,a3d50b80-b985-11ec-a483-4febb26dc4ec,False,6377001023.0,"УЧРЕЖДЕНИЕ НЕКОМЕРЧЕСКАЯ ОРГАНИЗАЦИЯ РЕДАКЦИЯ РАЙОННОЙ ГАЗЕТЫ ""ЛУЧ""",637701001,https://trudvsem.ru/company/a3d50b80-b985-11ec-a483-4febb26dc4ec,2022-04-11,от 18000 до 21000,18000,журналист/корреспондент,https://trudvsem.ru/vacancy/card/a3d50b80-b985-11ec-a483-4febb26dc4ec/a4f311c5-b99d-11ec-bdf7-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>Корреспондент обеспечивает редакцию оперативной информацией и другими материалами, готовит собственные публикации</p>","Государственная служба, некоммерческие организации",,,0,"[{'location': 'Самарская область, Нефтегорский район, г. Нефтегорск, Спортивная улица, 5', 'lng': '51.170707', 'lat': '52.801903'}]",,«руб.»,21000,+7(84670)25906,lych-07@mail.ru,,,,,
9396,9396,75a0cd12-a4d3-11ec-bf37-bf2cfe8c828d,Служба занятости,1000000000000,Республика Карелия,1101032000552.0,,1101032000552,False,1019003800.0,"Муниципальное казенное учреждение ""Муезерская центральная районная межпоселенческая библиотека""",101901001,https://trudvsem.ru/company/1101032000552,2022-03-16,от 25002 до 30000,25002,"Главный редактор (издательства, редакции газет и журналов)",https://trudvsem.ru/vacancy/card/1101032000552/75a0cd12-a4d3-11ec-bf37-bf2cfe8c828d,Полная занятость,Ненормированный рабочий день,"1.Руководит редакционно-издательской и производственной деятельностью газеты. 
2.Организует редактирование и выпуск информационных и нормативных материалов, осуществляет контроль за литературным содержанием изданий и качеством их художественного и технического оформления.
3. Осуществляет контроль за сроками представлений рукописей, подготовки их к набору и обработки корректурных оттисков, за выполнением полиграфическими предприятиями графиков по набору, печати и изготовлению тиража издания.
4. Подписывает издания в производство, в печать и на выпуск в свет.
5. Руководит работниками отдела, принимает меры по соблюдению ими правил внутреннего трудового распорядка.","Искусство, культура и развлечения",Высшее,Знание основ работы с компьютером<br/>Инициативность,0,"[{'location': 'Республика Карелия, 186960, пгт Муезерский, р-н Муезерский, ул Октябрьская, д. 28', 'lng': '32.000281', 'lat': '63.960591'}]",Социальный пакет,«руб.»,30000,+7(81455)33880,readerbibl@mail.ru,https://trudvsem.ru/image/d4bfb420-73f0-11ea-a0fa-037acc02728d,,,,
9466,9466,6472f865-bb8a-11ec-bdf7-550ed7335bbe,Работодатель,2500000000000,Приморский край,1022500821485.0,,1022500821485,False,2510002633.0,"ООО ФИРМА ""ОРБИТА""",251001001,https://trudvsem.ru/company/1022500821485,2022-04-14,от 27711 до 27711,27711,корреспондент,https://trudvsem.ru/vacancy/card/1022500821485/6472f865-bb8a-11ec-bdf7-550ed7335bbe,Полная занятость,Полный рабочий день,<p>Сбор подготовка и публикация достоверной информации для населения через средства массовой информации.</p>,"Информационные технологии, телекоммуникации, связь",,,0,"[{'location': 'Приморский край, г. Спасск-Дальний, Юбилейная улица, дом: 4;корпус: А;', 'lng': '132.80453', 'lat': '44.591254'}]",,«руб.»,27711,+7(914)7047974,mironovanv@tvorbita.ru,,,,,
9746,9746,04e7ecb5-7504-11ec-9eb2-550ed7335bbe,Работодатель,8900000000000,Ямало-Ненецкий автономный округ,1028900703776.0,,1028900703776,False,8905002305.0,"Муниципальное учреждение - Ноябрьское телевизионное информационное агентство ""МИГ""",890501001,https://trudvsem.ru/company/1028900703776,2022-01-14,от 21156 до 21156,21156,Фотокорреспондент,https://trudvsem.ru/vacancy/card/1028900703776/04e7ecb5-7504-11ec-9eb2-550ed7335bbe,Частичная занятость,Неполный рабочий день,"<p>Выполнять все виды фотосъемок по заданию руководства редакции, с использованием необходимой аппаратуры.</p>","Информационные технологии, телекоммуникации, связь",,,0,"[{'location': 'Ямало-Ненецкий автономный округ, г. Ноябрьск, Мира проспект, 66', 'lng': '75.44191', 'lat': '63.199181'}]",,«руб.»,21156,+7(3496)358969,ntiamig@ntiamig.ru,,,+7(3496)323507,,
9750,9750,0314bab5-7501-11ec-833e-4febb26dc4ec,Работодатель,8900000000000,Ямало-Ненецкий автономный округ,1028900703776.0,,1028900703776,False,8905002305.0,"Муниципальное учреждение - Ноябрьское телевизионное информационное агентство ""МИГ""",890501001,https://trudvsem.ru/company/1028900703776,2022-01-14,от 44905 до 44905,44905,Шеф-редактор,https://trudvsem.ru/vacancy/card/1028900703776/0314bab5-7501-11ec-833e-4febb26dc4ec,Полная занятость,Полный рабочий день,<p>Руководство отделом печатных СМИ.</p>,"Информационные технологии, телекоммуникации, связь",Высшее,,5,"[{'location': 'Ямало-Ненецкий автономный округ, г. Ноябрьск, Мира проспект, 66', 'lng': '75.44191', 'lat': '63.199181'}]",,«руб.»,44905,+7(3496)358969,ntiamig@ntiamig.ru,,,+7(3496)323507,,
9903,9903,190f17f5-a4dd-11ec-b0c5-57fc951f3846,Работодатель,1900000000000,Республика Хакасия,1021900881144.0,http://shiravest.ru,1021900881144,False,1911001811.0,"МАУ ""Редакция газеты ""Ширинский вестник""",191101001,https://trudvsem.ru/company/1021900881144,2022-03-16,от 22224 до 23000,22224,корреспондент издательства редакции газет и журналов,https://trudvsem.ru/vacancy/card/1021900881144/190f17f5-a4dd-11ec-b0c5-57fc951f3846,Полная занятость,Полный рабочий день,"<p>обеспечивает редакцию оперативной информацией и другими материалами, готовит собственные публикации, выезжает на места для освещения событий в Ширинском районе</p>","Государственная служба, некоммерческие организации",Высшее,,0,"[{'location': 'Республика Хакасия, Ширинский район, Шира село, 50 лет ВЛКСМ улица, 21', 'lng': '89.975843', 'lat': '54.491286'}]",ежемесячные стимулирующие выплаты по итогам работы,«руб.»,23000,+7(39035)91179,shiravest@mail.ru,,,,,
9904,9904,110f6395-a4e5-11ec-b30d-4febb26dc4ec,Работодатель,1900000000000,Республика Хакасия,1021900881144.0,http://shiravest.ru,1021900881144,False,1911001811.0,"МАУ ""Редакция газеты ""Ширинский вестник""",191101001,https://trudvsem.ru/company/1021900881144,2022-03-16,от 27000 до 30000,27000,Заместитель редактора,https://trudvsem.ru/vacancy/card/1021900881144/110f6395-a4e5-11ec-b30d-4febb26dc4ec,Полная занятость,Полный рабочий день,"<p>исполняет обязанности главного редактора газеты во время отсутствич главного редактора, координирует работу отделов, подготавливает собственные материалы для газеты, помогает главному редактору в руководстве производственно-хозяйственной деятельности редакции</p>","Государственная служба, некоммерческие организации",Высшее,,5,"[{'location': 'Республика Хакасия, Ширинский район, Шира село, 50 лет ВЛКСМ улица, 21', 'lng': '89.975843', 'lat': '54.491286'}]",ежемесячные стимулирующие выплаты по итогам работы,«руб.»,30000,+7(39035)91179,shiravest@mail.ru,,,,,
10223,10223,5a5f291a-a380-11ec-b0c5-57fc951f3846,Работодатель,5900000000000,Пермский край,1155958025321.0,http://dk-zvezdny.culture-perm.ru/,1155958025321,False,5904114191.0,"МБУК ""ДК ЗАТО ЗВЕЗДНЫЙ""",590401001,https://trudvsem.ru/company/1155958025321,2022-03-14,от 13890 до 20000,13890,редактор,https://trudvsem.ru/vacancy/card/1155958025321/5a5f291a-a380-11ec-b0c5-57fc951f3846,Полная занятость,Полный рабочий день,"<p>Создание качественных новостных сюжетов, передач, написание и редакция текстов для СМИ</p>","Искусство, культура и развлечения",Высшее,,5,"[{'location': 'Пермский край, Звездный поселок городского типа, Ленина улица, 10', 'lng': '56.316391', 'lat': '57.735597'}]",+ СТИМУЛИРУЮЩИЕ ВЫПЛАТЫ,«руб.»,20000,+7(902)6431507,dkzatozvezdny@mail.ru,https://trudvsem.ru/image/af7358d0-77f0-11ea-91f9-736ab11edb0c,,-,,
10351,10351,fef58550-a17d-11ec-bf37-bf2cfe8c828d,Служба занятости,5500000000000,Омская область,1025500531550.0,,2a7c4b40-95ff-11eb-9df9-69632329477c,False,5502013556.0,ОмГТУ,550101001,https://trudvsem.ru/company/2a7c4b40-95ff-11eb-9df9-69632329477c,2022-03-11,от 22600 до 22600,22600,Первый редактор,https://trudvsem.ru/vacancy/card/2a7c4b40-95ff-11eb-9df9-69632329477c/fef58550-a17d-11ec-bf37-bf2cfe8c828d,Полная занятость,Полный рабочий день,"на собеседовании. Ответственность,  добросовестное отношение к выполнению должностных обязанностей.","Искусство, культура и развлечения",Высшее,Ответственность<br/>Целеустремленность,3,"[{'location': 'Омская область, 644050, г Омск, пр-кт Мира, д. 11', 'lng': '73.290678', 'lat': '55.026071'}]",Социальный пакет,«руб.»,22600,+7(3812)607404,ok@omgtu.ru,,,,,
10809,10809,1a771ff5-9f99-11ec-b31b-550ed7335bbe,Работодатель,9100000000000,Республика Крым,1149102032507.0,,1149102032507,False,9102020940.0,"АНО ""ТРК ""КРЫМ""",910201001,https://trudvsem.ru/company/1149102032507,2022-03-09,от 22000 до 30000,22000,корреспондент Красноперекопск ТВ,https://trudvsem.ru/vacancy/card/1149102032507/1a771ff5-9f99-11ec-b31b-550ed7335bbe,Полная занятость,Полный рабочий день,"<ul>
<li>Изучение и анализ собранной информации</li>
<li>Поиск дополнительных источников информации для проверки полученных данных</li>
<li>Анализ дополнительной информации для проверки достоверности полученной информации</li>
<li>Обработка материалов (обеспечение правильности приводимых цитат, имен, цифр и других фактических данных)</li>
</ul>","Государственная служба, некоммерческие организации",Незаконченное высшее,,0,"[{'location': 'Республика Крым, г. Красноперекопск, Героев Перекопа площадь, дом 1А', 'lng': '33.795843', 'lat': '45.960754'}]",,«руб.»,30000,+7(978)0000589,tv@1tvcrimea.ru,,,,,
10811,10811,8710e705-9f98-11ec-b31b-550ed7335bbe,Работодатель,9100000000000,Республика Крым,1149102032507.0,,1149102032507,False,9102020940.0,"АНО ""ТРК ""КРЫМ""",910201001,https://trudvsem.ru/company/1149102032507,2022-03-09,от 22000 до 30000,22000,корреспондент Ялта  ТВ,https://trudvsem.ru/vacancy/card/1149102032507/8710e705-9f98-11ec-b31b-550ed7335bbe,Полная занятость,Полный рабочий день,"<ul>
<li>Изучение и анализ собранной информации</li>
<li>Поиск дополнительных источников информации для проверки полученных данных</li>
<li>Анализ дополнительной информации для проверки достоверности полученной информации</li>
<li>Обработка материалов (обеспечение правильности приводимых цитат, имен, цифр и других фактических данных)</li>
</ul>","Государственная служба, некоммерческие организации",Незаконченное высшее,,0,"[{'location': 'Республика Крым, г. Ялта, Кирова улица, дом 83, дом 83', 'lng': '34.146213', 'lat': '44.493074'}]",,«руб.»,30000,+7(978)0000589,tv@1tvcrimea.ru,,,,,
10889,10889,6131d058-bbfc-11ec-a483-4febb26dc4ec,Работодатель,5000000000000,Московская область,1035001501501.0,mupgts.ru,1035001501501,False,5006006495.0,"МУП ""ГТС""",500601001,https://trudvsem.ru/company/1035001501501,2022-04-14,от 18500 до 27750,18500,корреспондент,https://trudvsem.ru/vacancy/card/1035001501501/6131d058-bbfc-11ec-a483-4febb26dc4ec,Полная занятость,Гибкий график,"<p>&nbsp; <!--[endif]-->Обеспечивает редакцию оперативной информацией и другими материалами, подготавливает собственные публикации</p>
<p>Устанавливает по заданию редактора или по собственной инициативе контакты с государственными органами, органами местного самоуправления, организациями для получения необходимой информации, своевременно информирует редакцию о предстоящих событиях.</p>
<p>&nbsp;<!--[endif]-->Выезжает на места для освещения событий, получает аккредитацию в установленных случаях, осуществляет сбор оперативной информации на местах событий, подготавливает вопросы для запланированных интервью, встречается с интервьюируемыми, берет интервью.</p>
<p>Выполняет обязанности представителя редакции по месту нахождения корреспондентского пункта.</p>
<p>&nbsp;<!--[endif]-->Выполняет самостоятельный поиск событий, явлений, фактов как основы материала.</p>
<p>&nbsp;<!--[endif]-->Согласовывает темы будущего материала с редакцией.</p>
<p>&nbsp;<!--[endif]-->Получает задания и собирает информацию по специализации, определяемой редакцией.</p>
<p>&nbsp;<!--[endif]-->Изучает специфику и особенности освещаемой темы.</p>
<p>Определяет основную сюжетную линию будущего материала.</p>
<p>Составляет график работы для соблюдения сроков задания.</p>
<p>Подготавливает предложения для разработки текущих и перспективных планов редакции.</p>
<p>Проводит интервью, опросы.</p>
<p>Выполняет поиск дополнительных источников информации для проверки полученных данных.</p>
<p>Анализирует дополнительную информацию для проверки достоверности полученной информации.</p>
<p>&nbsp;<!--[endif]-->Подготавливает обработанный материал в формате видеоматериалов.</p>
<p>Изучает собранную информацию, обрабатывает материалы, представляет их в виде интервью, репортажей, комментариев по определенной тематике.</p>
<p>&nbsp;<!--[endif]-->Проводит проверку достоверности полученной информации, выполняет иных требования законодательства о средствах массовой информации.</p>
<p>&nbsp;<!--[endif]-->Участвует в разработке перспективных и текущих планов редакции, разрабатывает предложения по освещению отдельных тем, осуществляет поиск новых тем.</p>
<p>&nbsp;<!--[endif]-->Редактирует авторские материалы, обеспечивает правильность приводимых цитат, имен, цифр и других фактических данных.</p>
<p>&nbsp;<!--[endif]-->Принимает участие в монтаже телепрограмм.</p>
<p>Представление материала ответственному (выпускающему) редактору для размещения в эфире</p>
<p>Подготавливает обязательный минимум информации, установленный распоряжением главного редактора.</p>
<p>&nbsp;<!--[endif]-->Выполняет дополнительные служебные поручения генерального директора.</p>
<p>&nbsp; <!--[endif]-->Результаты труда на бумажных и электронных носителях предоставляет генеральному директору, главному редактору, сектору информационной политики администрации г.о. Краснознаменск.</p>
<p>Работает на программном обеспечении, принятом в предприятии</p>","Информационные технологии, телекоммуникации, связь",Высшее,,0,"[{'location': 'Московская область, г. Краснознаменск, Краснознаменная улица, дом: 23;корпус: -;', 'lng': '37.038932', 'lat': '55.594962'}]",,«руб.»,27750,+7(906)0427704,gts@g2.ru,,,,,
10911,10911,79da9ab7-ab6c-11ec-9af4-57fc951f3846,Работодатель,6900000000000,Тверская область,1027700310076.0,vesti-tver.ru,025d2500-803a-11ec-ab76-550ed7335bbe,False,7714072839.0,"Филиал ФГУП ВГТРК ГТРК ""Тверь""",690102001,https://trudvsem.ru/company/025d2500-803a-11ec-ab76-550ed7335bbe,2022-03-24,от 18000 до 20000,18000,корреспондент,https://trudvsem.ru/vacancy/card/025d2500-803a-11ec-ab76-550ed7335bbe/79da9ab7-ab6c-11ec-9af4-57fc951f3846,Полная занятость,Полный рабочий день,<p>Обеспечивать программы радио оперативной информацией и готовить новостные и социально значимые материалы широкой тематики с выездом на места событий. Вести радиопрограммы в строгом соответствии с плей-листом и сеткой вещания.</p>,"Информационные технологии, телекоммуникации, связь",Высшее,,2,"[{'location': 'Тверская область, г. Тверь, Вагжанова улица, 9, Вход напротив таксопарка', 'lng': '35.932647', 'lat': '56.853602'}]","Ежегодная премия 20000, Материальная помощь: при рождении ребенка; если ребенок идет в 1 класс; юбилейные даты; частичная оплату путевок в детские оздоровительные лагеря; детские новогодние подарки; смерть близкого родственника, с большими расходами на лечение при тяжелой болезни.&nbsp;",«руб.»,20000,4822453876,tgrabina@vesti-tver.ru,,,,,
